pais;codigo;continente;ano;expectativa_vida;pib_per_capita;populacao
Nepal;NPL;Asia;1995;59,3;1468,078857;22305572
Netherlands;NLD;Europe;1995;77,5;30680,34766;15446670
New Zealand;NZL;Oceania;1995;76,8;23751,90234;3673899
Nicaragua;NIC;North America;1995;65,6;2264,092529;4721932
Niger;NER;Africa;1995;45,8;702,4934082;9813920
Nigeria;NGA;Africa;1995;45,5;1851,037476;108187616
North Macedonia;MKD;Europe;1995;71,7;7039,119629;1983971
Norway;NOR;Europe;1995;77,8;40043,79688;4359327
Oman;OMN;Asia;1995;72;15292,17578;2172681
Pakistan;PAK;Asia;1995;59,9;2947,682617;133117480
Palestine;PSE;Asia;1995;69,7;5756,845215;2623149
Panama;PAN;North America;1995;72,4;8555,783203;2716071
Paraguay;PRY;South America;1995;69;5463,622559;4603924
Peru;PER;South America;1995;67,6;5668,032715;24449060
Philippines;PHL;Asia;1995;68,2;3637,625488;69250472
Poland;POL;Europe;1995;71,9;9408,274414;38401980
Portugal;PRT;Europe;1995;75,6;19262,03125;10051250
Puerto Rico;PRI;North America;1995;74,4;21267,37695;3704948
Romania;ROU;Europe;1995;69,6;6014,689941;22533138
Russia;RUS;Europe;1995;64,1;8586,323242;148557456
Rwanda;RWA;Africa;1995;40;1049,238525;5686897
Saint Lucia;LCA;North America;1995;71;6095,830078;152368
Sao Tome and Principe;STP;Africa;1995;61,1;2219,481445;133094
Saudi Arabia;SAU;Asia;1995;71;19223,33203;18888862
Senegal;SEN;Africa;1995;56,8;1886,542847;8632684
Serbia;SRB;Europe;1995;71,8;5325,488281;7982463
Seychelles;SYC;Africa;1995;68,5;10135,0957;74753
Sierra Leone;SLE;Africa;1995;42,7;1383,108154;4324151
Singapore;SGP;Asia;1995;76;30957,28711;3543878
Slovenia;SVN;Europe;1995;74,6;17816,80078;1991115
South Africa;ZAF;Africa;1995;62,3;6406,428223;43986088
South Korea;KOR;Asia;1995;73,9;19089,29883;45393416
Spain;ESP;Europe;1995;78,2;21522,09766;39814568
Sri Lanka;LKA;Asia;1995;72,3;4702,294922;18177570
Sweden;SWE;Europe;1995;78,8;28519,44336;8758496
Switzerland;CHE;Europe;1995;78,6;36004,23047;7038302
Syria;SYR;Asia;1995;70,4;9856,483398;14313451
Taiwan;TWN;Asia;1995;74,6;21329,68555;21455818
Tanzania;TZA;Africa;1995;50,8;931,0028076;30560072
Thailand;THA;Asia;1995;70,9;10080,20801;59424836
Togo;TGO;Africa;1995;54;1170,597656;4279573
Trinidad and Tobago;TTO;North America;1995;69,2;14187,65918;1307831
Tunisia;TUN;Africa;1995;72;6048,747559;9294106
Turkey;TUR;Asia;1995;69,6;9962,536133;59305492
Uganda;UGA;Africa;1995;46,6;1054,713867;20680834
United Kingdom;GBR;Europe;1995;76,6;27861,21484;57930364
United States;USA;North America;1995;75,9;39390,625;265660560
Uruguay;URY;South America;1995;73,9;12092,63867;3208305
Venezuela;VEN;South America;1995;72,1;14448,28223;22107288
Vietnam;VNM;Asia;1995;71,4;2167,041992;73759112
Yemen;YEM;Asia;1995;60,5;3823,318848;16103338
Zambia;ZMB;Africa;1995;45,6;1180,943848;8684139
Zimbabwe;ZWE;Africa;1995;50,5;2102,859863;10994044
Afghanistan;AFG;Asia;1996;53,2;600,175293;17106600
Albania;ALB;Europe;1996;74,6;3965,685303;3271336
Algeria;DZA;Africa;1996;68,7;5451,634277;28984640
Angola;AGO;Africa;1996;46;1533,983887;14383352
Argentina;ARG;South America;1996;73,3;13715,22656;35389360
Australia;AUS;Oceania;1996;78,3;31740,46875;18211850
Austria;AUT;Europe;1996;77;30413,15625;7958043
Bahrain;BHR;Asia;1996;74,4;11640,82129;632763
Bangladesh;BGD;Asia;1996;59,5;1234,084106;119876872
Barbados;BRB;North America;1996;73,5;11760,8252;262808
Belgium;BEL;Europe;1996;77,2;29820,29883;10123230
Benin;BEN;Africa;1996;55,6;1840,48584;6203860
Bolivia;BOL;South America;1996;60,1;3959,445313;7989373
Bosnia and Herzegovina;BIH;Europe;1996;73,4;4915,325195;3907749
Botswana;BWA;Africa;1996;54,4;6647,767578;1582175
Brazil;BRA;South America;1996;68,4;9124,515625;166037120
Bulgaria;BGR;Europe;1996;70,9;7901,123535;8401382
Burkina Faso;BFA;Africa;1996;49,6;1255,774902;10621215
Burundi;BDI;Africa;1996;44,4;824,5115967;5930512
Cambodia;KHM;Asia;1996;56,3;1450,525146;11182613
Cameroon;CMR;Africa;1996;52,8;1710,105957;13575327
Canada;CAN;North America;1996;78,3;31594,24219;29593856
Cape Verde;CPV;Africa;1996;65,8;2594,099609;421018
Central African Republic;CAF;Africa;1996;46,8;885,8864136;3363576
Chad;TCD;Africa;1996;47;694,1049805;7200292
Chile;CHL;South America;1996;74,9;14433,31934;14615489
China;CHN;Asia;1996;70,3;4219,644043;1228298880
Colombia;COL;South America;1996;70,2;8770,583008;36632576
Comoros;COM;Africa;1996;58,3;1141,601563;494289
Congo;COG;Africa;1996;53,5;3988,877197;2816600
Costa Rica;CRI;North America;1996;76,8;8446,78125;3656235
Cote d'Ivoire;CIV;Africa;1996;51,5;2179,035645;14810945
Croatia;HRV;Europe;1996;73,9;11030,0791;4758624
Cuba;CUB;North America;1996;74,9;3249,635254;10963036
Cyprus;CYP;Europe;1996;75,5;18875,28906;880064
Democratic Republic of Congo;COD;Africa;1996;49,3;523,868103;44118716
Denmark;DNK;Europe;1996;75,7;34325,44141;5256002
Djibouti;DJI;Africa;1996;56,2;2081,995605;644659
Dominica;DMA;North America;1996;71,2;4894,841797;69182
Dominican Republic;DOM;North America;1996;69,1;5198,566406;8012315
Ecuador;ECU;South America;1996;71,4;6993,644043;11775223
Egypt;EGY;Africa;1996;66,7;5293,100586;65565196
El Salvador;SLV;North America;1996;67,1;4671,338867;5797142
Equatorial Guinea;GNQ;Africa;1996;51,7;4426,337891;582588
Eswatini;SWZ;Africa;1996;53,9;4514,549316;973593
Ethiopia;ETH;Africa;1996;48,9;782,9940796;59347656
Finland;FIN;Europe;1996;76,9;26637,26563;5124717
France;FRA;Europe;1996;78,1;29736,64453;57623180
Gabon;GAB;Africa;1996;60,6;10389,20996;1150602
Gambia;GMB;Africa;1996;56;1336,84729;1279066
Germany;DEU;Europe;1996;76,8;29349,98242;81300864
Ghana;GHA;Africa;1996;56,8;1907,934814;17844012
Greece;GRC;Europe;1996;78;17719,55664;10803809
Guatemala;GTM;North America;1996;64,9;5511,904785;10632295
Guinea;GIN;Africa;1996;50,5;927,1295166;7683120
Guinea-Bissau;GNB;Africa;1996;49,1;1337,467651;1140610
Haiti;HTI;North America;1996;56,2;1426,412598;7770602
Honduras;HND;North America;1996;67,4;3210,270264;5976553
Hong Kong;HKG;Asia;1996;79,5;32261,80273;6333446
Hungary;HUN;Europe;1996;70,6;10359,18164;10308272
Iceland;ISL;Europe;1996;78,6;28277,78711;269140
India;IND;Asia;1996;61;2475,568115;983281216
Indonesia;IDN;Asia;1996;65,4;5851,29541;201373792
Iran;IRN;Asia;1996;68,1;7746,40918;61598380
Iraq;IRQ;Asia;1996;66,4;2337,522705;21639336
Ireland;IRL;Europe;1996;75,8;26562,9082;3606725
Israel;ISR;Asia;1996;78,3;23979,99609;5612491
Italy;ITA;Europe;1996;78,4;29231,27539;56898972
Jamaica;JAM;North America;1996;71,5;6648,933105;2532895
Japan;JPN;Asia;1996;80,3;32784,15625;125726224
Jordan;JOR;Asia;1996;71,1;6783,229004;4608685
Kenya;KEN;Africa;1996;55,2;1851,281372;27615736
Kuwait;KWT;Asia;1996;75,6;29612,66016;1703318
Laos;LAO;Asia;1996;56,9;1899,895874;5043920
Lebanon;LBN;Asia;1996;72,3;6567,400391;4034250
Lesotho;LSO;Africa;1996;55,2;1931,660767;1955102
Liberia;LBR;Africa;1996;44,4;391,085907;2203974
Libya;LBY;Africa;1996;71,3;7543,935547;4820077
Luxembourg;LUX;Europe;1996;76,6;40687,90234;413202
Madagascar;MDG;Africa;1996;55,5;1132,443726;14317462
Malawi;MWI;Africa;1996;43,4;972,8214111;10310525
Malaysia;MYS;Asia;1996;72,3;12668,66797;20689060
Mali;MLI;Africa;1996;47,8;1130,509644;10131913
Malta;MLT;Europe;1996;76,2;16932,04688;385271
Mauritania;MRT;Africa;1996;60,1;1873,050903;2428830
Mauritius;MUS;Africa;1996;70,4;12841,93066;1172545
Mexico;MEX;North America;1996;72;10386,49902;91586560
Mongolia;MNG;Asia;1996;60,3;2271,798584;2357038
Montenegro;MNE;Europe;1996;73,6;4663,160156;633014
Morocco;MAR;Africa;1996;65,2;4603,651855;26999094
Mozambique;MOZ;Africa;1996;46,6;1325,595459;16079560
Myanmar;MMR;Asia;1996;58,9;1469,031738;43423376
Namibia;NAM;Africa;1996;56,9;5687,116699;1650077
Nepal;NPL;Asia;1996;60;1511,733643;22783972
Netherlands;NLD;Europe;1996;77,5;31811,73828;15538617
New Zealand;NZL;Oceania;1996;76,8;24321,24805;3728460
Nicaragua;NIC;North America;1996;66,1;2395,202148;4812391
Niger;NER;Africa;1996;46,7;712,8557739;10149939
Nigeria;NGA;Africa;1996;45,6;1924,088379;110956184
North Macedonia;MKD;Europe;1996;72,2;7095,166504;1994230
Norway;NOR;Europe;1996;78,2;43133,14453;4381511
Oman;OMN;Asia;1996;72,2;16491,16797;2209965
Pakistan;PAK;Asia;1996;60,4;2979,808105;137234816
Palestine;PSE;Asia;1996;70,1;5320,255371;2734003
Panama;PAN;North America;1996;72,7;8652,076172;2771607
Paraguay;PRY;South America;1996;69,2;5360,743164;4711656
Peru;PER;South America;1996;68,1;5739,790039;24907304
Philippines;PHL;Asia;1996;68,6;3790,778809;70944968
Poland;POL;Europe;1996;72,2;10066,1709;38401408
Portugal;PRT;Europe;1996;75,5;19939,31055;10087653
Puerto Rico;PRI;North America;1996;74,6;21856,01758;3732817
Romania;ROU;Europe;1996;69;6476,474609;22417872
Russia;RUS;Europe;1996;65,4;8479,380859;148233408
Rwanda;RWA;Africa;1996;40,7;976,4078979;6715510
Saint Lucia;LCA;North America;1996;70,9;6330,93457;153982
Sao Tome and Principe;STP;Africa;1996;61,1;2221,053467;135423
Saudi Arabia;SAU;Asia;1996;71,3;20280,49414;19410278
Senegal;SEN;Africa;1996;56,7;1866,342285;8843426
Serbia;SRB;Europe;1996;71,6;5710,196777;7993447
Seychelles;SYC;Africa;1996;68,9;10468,99023;75570
Sierra Leone;SLE;Africa;1996;43,7;1060,562378;4347381
Singapore;SGP;Asia;1996;76,5;32724,48828;3651905
Slovenia;SVN;Europe;1996;75,1;18376,24609;1990671
South Africa;ZAF;Africa;1996;61,5;6725,791016;44661608
South Korea;KOR;Asia;1996;74,3;20204,56055;45660164
Spain;ESP;Europe;1996;78,3;22185,06641;39996476
Sri Lanka;LKA;Asia;1996;72,3;5187,708984;18322504
Sweden;SWE;Europe;1996;79;29012,10547;8785493
Switzerland;CHE;Europe;1996;79;36720,49219;7069694
Syria;SYR;Asia;1996;70,3;9517,37207;14708883
Taiwan;TWN;Asia;1996;74,9;22390,05273;21612430
Tanzania;TZA;Africa;1996;50,7;979,7304077;31140730
Thailand;THA;Asia;1996;71,7;10458,3584;60211100
Togo;TGO;Africa;1996;54,1;1215,73999;4445892
Trinidad and Tobago;TTO;North America;1996;69;15004,26465;1313442
Tunisia;TUN;Africa;1996;72,4;6388,394043;9430552
Turkey;TUR;Asia;1996;70,1;10644,63379;60293784
Uganda;UGA;Africa;1996;46,7;1091,527466;21249570
United Kingdom;GBR;Europe;1996;76,9;28472,24805;58078584
United States;USA;North America;1996;76,2;40412,75;268984352
Uruguay;URY;South America;1996;74,1;12660,16309;3226635
Venezuela;VEN;South America;1996;72,1;14211,80957;22572114
Vietnam;VNM;Asia;1996;71,5;2323,046387;74946456
Yemen;YEM;Asia;1996;60,6;3855,572021;16614329
Zambia;ZMB;Africa;1996;45,2;1260,726196;8902025
Zimbabwe;ZWE;Africa;1996;49;2292,487549;11178171
Afghanistan;AFG;Asia;1997;53,6;570,5980835;17788818
Albania;ALB;Europe;1997;73,9;3526,985596;3253721
Algeria;DZA;Africa;1997;69,2;5638,47998;29476030
Angola;AGO;Africa;1997;46,3;1687,317749;14871148
Argentina;ARG;South America;1997;73,1;14722,64551;35815968
Australia;AUS;Oceania;1997;78,6;32857,99219;18410254
Austria;AUT;Europe;1997;77,4;31173,04883;7967086
Bahrain;BHR;Asia;1997;74,5;12528,38965;652651
Bangladesh;BGD;Asia;1997;61,4;1291,512573;122039232
Barbados;BRB;North America;1997;73,5;12124,50879;263234
Belgium;BEL;Europe;1997;77,4;30894,2832;10154876
Benin;BEN;Africa;1997;56;1867,605957;6387026
Bolivia;BOL;South America;1997;60,8;4079,537842;8137627
Bosnia and Herzegovina;BIH;Europe;1997;73,7;5913,081055;4047756
Botswana;BWA;Africa;1997;53,4;7152,147461;1619358
Brazil;BRA;South America;1997;68,8;9409,946289;168546704
Bulgaria;BGR;Europe;1997;70,4;7927,429199;8318965
Burkina Faso;BFA;Africa;1997;49,4;1268,263184;10897363
Burundi;BDI;Africa;1997;45,4;800,2719727;5923863
Cambodia;KHM;Asia;1997;56,7;1466,366699;11431578
Cameroon;CMR;Africa;1997;52,7;1780,496704;13941183
Canada;CAN;North America;1997;78,5;32709,69141;29882752
Cape Verde;CPV;Africa;1997;66,4;2777,465088;430662
Central African Republic;CAF;Africa;1997;46,3;917,4799805;3458477
Chad;TCD;Africa;1997;47,2;719,1530762;7450883
Chile;CHL;South America;1997;75,6;15079,83105;14809289
China;CHN;Asia;1997;70,7;4310,828125;1237801472
Colombia;COL;South America;1997;70,5;8952,472656;37291948
Comoros;COM;Africa;1997;58,4;1177,58252;505041
Congo;COG;Africa;1997;47,2;3899,762695;2875047
Costa Rica;CRI;North America;1997;77,1;8683,948242;3739425
Cote d'Ivoire;CIV;Africa;1997;51,4;2288,808594;15335461
Croatia;HRV;Europe;1997;73,8;11997,59277;4711373
Cuba;CUB;North America;1997;75,2;3425,561768;10998130
Cyprus;CYP;Europe;1997;75,8;19264,78711;897476
Democratic Republic of Congo;COD;Africa;1997;50,4;489,6422119;44822200
Denmark;DNK;Europe;1997;76;35499,0625;5277385
Djibouti;DJI;Africa;1997;56;2080,513428;667793
Dominica;DMA;North America;1997;71,6;5170,808105;69096
Dominican Republic;DOM;North America;1997;69,2;5616,890137;8150078
Ecuador;ECU;South America;1997;71,7;7181,101074;11987840
Egypt;EGY;Africa;1997;67,2;5594,597168;66993732
El Salvador;SLV;North America;1997;67,9;4882,680176;5842637
Equatorial Guinea;GNQ;Africa;1997;52,1;8445,644531;605579
Eswatini;SWZ;Africa;1997;52;4620,918457;990740
Ethiopia;ETH;Africa;1997;49,5;815,1455078;61233480
Finland;FIN;Europe;1997;77,1;28239,875;5139944
France;FRA;Europe;1997;78,4;30341,80664;57839364
Gabon;GAB;Africa;1997;60,7;11202,83887;1179817
Gambia;GMB;Africa;1997;56,1;1308,486694;1317003
Germany;DEU;Europe;1997;77,2;30186,94531;81436096
Ghana;GHA;Africa;1997;57,2;1964,912354;18268044
Greece;GRC;Europe;1997;78,3;18588,29492;10875274
Guatemala;GTM;North America;1997;65,5;5601,20752;10905387
Guinea;GIN;Africa;1997;51,4;976,496582;7842811
Guinea-Bissau;GNB;Africa;1997;48;1388,102661;1162451
Haiti;HTI;North America;1997;56,5;1456,233887;7915177
Honduras;HND;North America;1997;67,8;3303,267578;6144117
Hong Kong;HKG;Asia;1997;79,7;33385,82031;6441245
Hungary;HUN;Europe;1997;71;10942,32617;10286223
Iceland;ISL;Europe;1997;79;29939,14258;271363
India;IND;Asia;1997;61,4;2514,021729;1002335232
Indonesia;IDN;Asia;1997;65,7;6055,848633;204628016
Iran;IRN;Asia;1997;68,4;8113,724121;62480528
Iraq;IRQ;Asia;1997;65,8;2337,947998;22330776
Ireland;IRL;Europe;1997;76;29455,91992;3640157
Israel;ISR;Asia;1997;78,3;24226,73047;5743280
Italy;ITA;Europe;1997;78,7;29960,69922;56925808
Jamaica;JAM;North America;1997;71,2;6523,63623;2554952
Japan;JPN;Asia;1997;80,6;33038,29297;126027984
Jordan;JOR;Asia;1997;71,3;6942,458984;4733666
Kenya;KEN;Africa;1997;54,8;1846,373779;28364268
Kuwait;KWT;Asia;1997;75,9;31511,19141;1761473
Laos;LAO;Asia;1997;57,3;2002,235962;5150539
Lebanon;LBN;Asia;1997;72,8;6581,053223;4107559
Lesotho;LSO;Africa;1997;53,6;1940,310547;1972588
Liberia;LBR;Africa;1997;47,8;701,7854004;2383302
Libya;LBY;Africa;1997;71,1;8422,214844;4902348
Luxembourg;LUX;Europe;1997;76,9;42311,34375;418413
Madagascar;MDG;Africa;1997;56,2;1152,154541;14778913
Malawi;MWI;Africa;1997;43,1;1005,852112;10512681
Malaysia;MYS;Asia;1997;72,3;13344,57031;21249178
Mali;MLI;Africa;1997;48,5;1160,95166;10359310
Malta;MLT;Europe;1997;77,3;17694,78906;388843
Mauritania;MRT;Africa;1997;60,5;1799,825195;2484287
Mauritius;MUS;Africa;1997;70,6;13198,29492;1184265
Mexico;MEX;North America;1997;72,4;11030,34277;93183088
Mongolia;MNG;Asia;1997;60,8;2445,012695;2381777
Montenegro;MNE;Europe;1997;73,6;5121,728027;633610
Morocco;MAR;Africa;1997;65,6;4469,189941;27397118
Mozambique;MOZ;Africa;1997;47,4;1323,693604;16521724
Myanmar;MMR;Asia;1997;59,2;1505,980469;43972060
Namibia;NAM;Africa;1997;55,6;5796,631836;1693248
Nepal;NPL;Asia;1997;60,8;1558,398804;23249422
Netherlands;NLD;Europe;1997;77,9;33199,63281;15629912
New Zealand;NZL;Oceania;1997;77,3;24802,12891;3775853
Nicaragua;NIC;North America;1997;66,5;2482,690918;4895964
Niger;NER;Africa;1997;47,5;693,109375;10494203
Nigeria;NGA;Africa;1997;45,8;1977,285645;113791184
North Macedonia;MKD;Europe;1997;72,3;7179,026367;2004240
Norway;NOR;Europe;1997;78,2;46556,48047;4405334
Oman;OMN;Asia;1997;72,4;18518,48047;2245591
Pakistan;PAK;Asia;1997;60,6;2986,705566;141330272
Palestine;PSE;Asia;1997;70,4;5598,020996;2847222
Panama;PAN;North America;1997;73;9054,72168;2827994
Paraguay;PRY;South America;1997;69,3;5399,425781;4818292
Peru;PER;South America;1997;68,6;6027,816406;25365384
Philippines;PHL;Asia;1997;68,9;3928,014404;72718832
Poland;POL;Europe;1997;72,6;10811,27441;38396120
Portugal;PRT;Europe;1997;75,9;20810,17773;10130547
Puerto Rico;PRI;North America;1997;74,9;23069,02734;3759526
Romania;ROU;Europe;1997;69,4;6446,417969;22289540
Russia;RUS;Europe;1997;66,4;8813,350586;147939968
Rwanda;RWA;Africa;1997;40,6;932,0059204;7666742
Saint Lucia;LCA;North America;1997;70,8;6344,784668;155472
Sao Tome and Principe;STP;Africa;1997;61,2;2209,418213;137672
Saudi Arabia;SAU;Asia;1997;71,5;21087,42773;19938380
Senegal;SEN;Africa;1997;56,6;1866,391113;9051545
Serbia;SRB;Europe;1997;71,6;6288,023926;7997524
Seychelles;SYC;Africa;1997;69;12233,0498;76554
Sierra Leone;SLE;Africa;1997;43,7;885,2984009;4405034
Singapore;SGP;Asia;1997;77,2;34868,06641;3760649
Slovenia;SVN;Europe;1997;75,2;19258,94531;1989831
South Africa;ZAF;Africa;1997;60,8;6950,47168;45285052
South Korea;KOR;Asia;1997;75;21055,94531;45962392
Spain;ESP;Europe;1997;78,9;23113,61523;40180048
Sri Lanka;LKA;Asia;1997;72,1;5628,530273;18449120
Sweden;SWE;Europe;1997;79,3;29862,66602;8807868
Switzerland;CHE;Europe;1997;79,2;38165,47656;7086993
Syria;SYR;Asia;1997;70,3;8826,773438;15104000
Taiwan;TWN;Asia;1997;75,3;23437,76758;21764850
Tanzania;TZA;Africa;1997;50,6;1017,168091;31785852
Thailand;THA;Asia;1997;72,5;9995,618164;60989104
Togo;TGO;Africa;1997;54,2;1226,327026;4592557
Trinidad and Tobago;TTO;North America;1997;68,7;15931,67188;1318179
Tunisia;TUN;Africa;1997;72,9;6680,103516;9557957
Turkey;TUR;Asia;1997;70,6;11432,43652;61277420
Uganda;UGA;Africa;1997;47;1107,500854;21876938
United Kingdom;GBR;Europe;1997;77,1;29259,76367;58250192
United States;USA;North America;1997;76,5;41722,67188;272395424
Uruguay;URY;South America;1997;74,3;13226,47754;3245066
Venezuela;VEN;South America;1997;72,7;14894,33691;23037560
Vietnam;VNM;Asia;1997;71,8;2466,873535;76058600
Yemen;YEM;Asia;1997;61,1;3927,68042;17108686
Zambia;ZMB;Africa;1997;44,9;1311,357056;9133160
Zimbabwe;ZWE;Africa;1997;48;2326,538818;11362406
Afghanistan;AFG;Asia;1998;52,9;545,0388184;18493134
Albania;ALB;Europe;1998;75;3873,373291;3232185
Algeria;DZA;Africa;1998;69,5;6069,777344;29924664
Angola;AGO;Africa;1998;45,1;1811,168091;15366866
Argentina;ARG;South America;1998;73,5;15185,95898;36233196
Australia;AUS;Oceania;1998;79;34337,14063;18601666
Austria;AUT;Europe;1998;77,8;32376,33008;7975856
Bahrain;BHR;Asia;1998;74,6;13776,00781;672484
Bangladesh;BGD;Asia;1998;63,9;1348,149902;124350472
Barbados;BRB;North America;1998;73,7;12384,76172;263647
Belgium;BEL;Europe;1998;77,5;31480,74414;10188541
Benin;BEN;Africa;1998;56,2;1862,755737;6584179
Bolivia;BOL;South America;1998;61,3;4205,694336;8286930
Bosnia and Herzegovina;BIH;Europe;1998;73,9;6589,637207;4115062
Botswana;BWA;Africa;1998;52,5;7185,272461;1655707
Brazil;BRA;South America;1998;69,2;9419,107422;171039808
Bulgaria;BGR;Europe;1998;70,9;8322,082031;8234934
Burkina Faso;BFA;Africa;1998;50;1293,573364;11201067
Burundi;BDI;Africa;1998;46,6;808,3240967;6035347
Cambodia;KHM;Asia;1998;57;1476,296021;11669087
Cameroon;CMR;Africa;1998;52,6;1847,218872;14314604
Canada;CAN;North America;1998;78,7;33785,74609;30144816
Cape Verde;CPV;Africa;1998;67;2999,624512;440223
Central African Republic;CAF;Africa;1998;46;936,2382813;3555074
Chad;TCD;Africa;1998;47,2;753,8607788;7709112
Chile;CHL;South America;1998;75,7;15259,54102;14996745
China;CHN;Asia;1998;71,2;4309,847168;1246836096
Colombia;COL;South America;1998;70,7;8863,261719;37944416
Comoros;COM;Africa;1998;58,4;1179,844116;515974
Congo;COG;Africa;1998;50,9;4042,77832;2937169
Costa Rica;CRI;North America;1998;76,9;9053,851563;3821428
Cote d'Ivoire;CIV;Africa;1998;51,1;2393,499023;15858988
Croatia;HRV;Europe;1998;73,9;12476,04688;4659937
Cuba;CUB;North America;1998;75,6;3415,545166;11033762
Cyprus;CYP;Europe;1998;76,2;20212,73828;914667
Democratic Republic of Congo;COD;Africa;1998;49,7;472,9240112;45895532
Denmark;DNK;Europe;1998;76,4;36361,23047;5298991
Djibouti;DJI;Africa;1998;56,2;1974,565674;694931
Dominica;DMA;North America;1998;71,5;5462,697266;68957
Dominican Republic;DOM;North America;1998;69,1;6012,692383;8282125
Ecuador;ECU;South America;1998;72;7307,169434;12199692
Egypt;EGY;Africa;1998;67,5;5884,801758;68446008
El Salvador;SLV;North America;1998;68,5;5077,89209;5885085
Equatorial Guinea;GNQ;Africa;1998;52,4;9712,226563;629743
Eswatini;SWZ;Africa;1998;50,3;4712,536133;1005162
Ethiopia;ETH;Africa;1998;49,9;786,2789917;63136492
Finland;FIN;Europe;1998;77,3;29715,3418;5153548
France;FRA;Europe;1998;78,6;31323,07813;58080344
Gabon;GAB;Africa;1998;60,8;11758,16016;1209839
Gambia;GMB;Africa;1998;56,6;1324,924561;1356198
Germany;DEU;Europe;1998;77,6;31129,58398;81524384
Ghana;GHA;Africa;1998;57,6;2017,989624;18714708
Greece;GRC;Europe;1998;78,2;19378,70898;10939474
Guatemala;GTM;North America;1998;66,1;5730,645996;11184035
Guinea;GIN;Africa;1998;52;1010,79187;7992557
Guinea-Bissau;GNB;Africa;1998;47,7;1130,812744;1184074
Haiti;HTI;North America;1998;57,1;1480,576904;8060901
Honduras;HND;North America;1998;62,7;3332,906738;6308539
Hong Kong;HKG;Asia;1998;80,1;30866,42773;6546051
Hungary;HUN;Europe;1998;70,9;11663,02832;10260965
Iceland;ISL;Europe;1998;79,5;31444,61523;274292
India;IND;Asia;1998;61,8;2611,781494;1021434560
Indonesia;IDN;Asia;1998;66;5203,57959;207855488
Iran;IRN;Asia;1998;68,7;8458,386719;63461424
Iraq;IRQ;Asia;1998;65,5;2794,786621;23053490
Ireland;IRL;Europe;1998;76,2;31908,64844;3678670
Israel;ISR;Asia;1998;78,4;24506,16016;5869504
Italy;ITA;Europe;1998;78,8;30649,62891;56938736
Jamaica;JAM;North America;1998;71;6432,652832;2576569
Japan;JPN;Asia;1998;80,6;32558,1875;126308392
Jordan;JOR;Asia;1998;71,5;7120,493652;4844416
Kenya;KEN;Africa;1998;54,5;1889,973145;29137380
Kuwait;KWT;Asia;1998;76,2;33331,29688;1819553
Laos;LAO;Asia;1998;57,7;2050,883789;5246922
Lebanon;LBN;Asia;1998;72,9;6994,156738;4178786
Lesotho;LSO;Africa;1998;51,8;1922,679443;1985651
Liberia;LBR;Africa;1998;48,9;772,6765137;2639227
Libya;LBY;Africa;1998;71,1;8545,480469;4980968
Luxembourg;LUX;Europe;1998;77;44142,55859;423579
Madagascar;MDG;Africa;1998;56,9;1174,227173;15250936
Malawi;MWI;Africa;1998;42,8;986,0286865;10732462
Malaysia;MYS;Asia;1998;72,2;12129,63574;21810542
Mali;MLI;Africa;1998;49,2;1167,432617;10620471
Malta;MLT;Europe;1998;77,7;18488,66602;392487
Mauritania;MRT;Africa;1998;60,6;1841,20752;2550504
Mauritius;MUS;Africa;1998;70,8;13607,88477;1194879
Mexico;MEX;North America;1998;72,8;11510,87695;94767288
Mongolia;MNG;Asia;1998;61,8;2620,489014;2405156
Montenegro;MNE;Europe;1998;73,4;5522,104492;633912
Morocco;MAR;Africa;1998;66;4729,183105;27791828
Mozambique;MOZ;Africa;1998;48;1335,660645;16923202
Myanmar;MMR;Asia;1998;59,8;1547,02832;44516188
Namibia;NAM;Africa;1998;54,1;5859,883301;1735959
Nepal;NPL;Asia;1998;61,5;1570,663452;23703330
Netherlands;NLD;Europe;1998;78;34688,55078;15722601
New Zealand;NZL;Oceania;1998;78,2;24861,41602;3810047
Nicaragua;NIC;North America;1998;65,2;2569,828369;4974551
Niger;NER;Africa;1998;48,2;755,2479858;10854919
Nigeria;NGA;Africa;1998;46;2025,864868;116690528
North Macedonia;MKD;Europe;1998;72,4;7411,547852;2012844
Norway;NOR;Europe;1998;78,4;48956,73047;4431672
Oman;OMN;Asia;1998;73;20213,01953;2279727
Pakistan;PAK;Asia;1998;61,1;3035,45166;145476112
Palestine;PSE;Asia;1998;70,6;6051,882813;2950926
Panama;PAN;North America;1998;73,3;9560,334961;2885179
Paraguay;PRY;South America;1998;69,5;5321,919434;4923454
Peru;PER;South America;1998;69,1;5926,73291;25818228
Philippines;PHL;Asia;1998;69,1;3852,632813;74491928
Poland;POL;Europe;1998;73;11413,25586;38379992
Portugal;PRT;Europe;1998;76,1;21782,11914;10179419
Puerto Rico;PRI;North America;1998;75,2;24586,22266;3785240
Romania;ROU;Europe;1998;70,1;6407,466797;22161240
Russia;RUS;Europe;1998;66,8;8557,495117;147672720
Rwanda;RWA;Africa;1998;41,7;950,3895264;7914653
Saint Lucia;LCA;North America;1998;70,7;6831,229492;156872
Sao Tome and Principe;STP;Africa;1998;61,2;2228,905029;139801
Saudi Arabia;SAU;Asia;1998;71,9;22310,91797;20472576
Senegal;SEN;Africa;1998;56,4;1915,429688;9261531
Serbia;SRB;Europe;1998;71,2;6603,711426;7985509
