pais;codigo;continente;ano;expectativa_vida;pib_per_capita;populacao
Israel;ISR;Asia;1975;72,1;16176;3388093
Italy;ITA;Europe;1975;72,7;17123;55093992
Jamaica;JAM;North America;1975;68;6129;2003102
Japan;JPN;Asia;1975;74,3;18082;112411640
Jordan;JOR;Asia;1975;64;4117;1886638
Kenya;KEN;Africa;1975;55,8;1502;13651905
Kuwait;KWT;Asia;1975;67,9;28950;1096004
Laos;LAO;Asia;1975;45,9;999;3012727
Lebanon;LBN;Asia;1975;58,1;5742;2691590
Lesotho;LSO;Africa;1975;53;1270;1216193
Liberia;LBR;Africa;1975;42,8;4326;1671636
Libya;LBY;Africa;1975;60,8;6872;2291850
Luxembourg;LUX;Europe;1975;70,3;22643;353675
Madagascar;MDG;Africa;1975;49,5;1795;7720864
Malawi;MWI;Africa;1975;40,2;934;5280971
Malaysia;MYS;Asia;1975;65,7;4221;11617957
Mali;MLI;Africa;1975;36,2;982;6687296
Malta;MLT;Europe;1975;71,6;5738;319626
Mauritania;MRT;Africa;1975;52,6;1699;1302440
Mauritius;MUS;Africa;1975;62;6030;888293
Mexico;MEX;North America;1975;62,8;8011;58691880
Mongolia;MNG;Asia;1975;55,6;1387;1485696
Montenegro;MNE;Europe;1975;71,4;5512;559283
Morocco;MAR;Africa;1975;51,2;2919;17325328
Mozambique;MOZ;Africa;1975;42,6;2238;9703732
Myanmar;MMR;Asia;1975;52,5;1057;30344282
Namibia;NAM;Africa;1975;56,5;6293;876579
Nepal;NPL;Asia;1975;45;1047;13925542
Netherlands;NLD;Europe;1975;74,6;21318;13663970
New Zealand;NZL;Oceania;1975;72,2;19907;3095434
Nicaragua;NIC;North America;1975;56;5013;2857464
Niger;NER;Africa;1975;36,6;1050;5339497
Nigeria;NGA;Africa;1975;43,7;2051;62851316
North Macedonia;MKD;Europe;1975;67;8064;1774013
Norway;NOR;Europe;1975;74,8;19560;4007471
Oman;OMN;Asia;1975;53,3;6802;787204
Pakistan;PAK;Asia;1975;55,9;1559;68127000
Palestine;PSE;Asia;1975;58,6;4085;1263711
Panama;PAN;North America;1975;68,1;5649;1734882
Paraguay;PRY;South America;1975;63,4;3464;2714669
Peru;PER;South America;1975;57,9;6896;15441500
Philippines;PHL;Asia;1975;61,7;3241;42394428
Poland;POL;Europe;1975;70,4;9258;33899768
Portugal;PRT;Europe;1975;68,8;10388;9202708
Puerto Rico;PRI;North America;1975;71,9;11073;2972272
Romania;ROU;Europe;1975;69,1;4369;21167270
Russia;RUS;Europe;1975;67,2;11164;133841848
Rwanda;RWA;Africa;1975;44,7;1199;4515760
Saint Lucia;LCA;North America;1975;65,9;2428;111511
Sao Tome and Principe;STP;Africa;1975;58,3;2469;86055
Saudi Arabia;SAU;Asia;1975;58,1;18788;7897541
Senegal;SEN;Africa;1975;44,1;2225;5047927
Serbia;SRB;Europe;1975;68,3;8498;7479841
Seychelles;SYC;Africa;1975;62,1;4506;60966
Sierra Leone;SLE;Africa;1975;41,2;1551;3055919
Singapore;SGP;Asia;1975;70,7;9602;2232434
Slovenia;SVN;Europe;1975;69,5;17205;1817046
South Africa;ZAF;Africa;1975;57,5;6808;25777966
South Korea;KOR;Asia;1975;64,6;4362,006836;35930700
Spain;ESP;Europe;1975;73,5;12621;35760432
Sri Lanka;LKA;Asia;1975;66,2;2434;13662872
Sweden;SWE;Europe;1975;75;22607;8224408
Switzerland;CHE;Europe;1975;74,8;24467,99219;6338272
Syria;SYR;Asia;1975;63,5;8878;7497127
Taiwan;TWN;Asia;1975;71;5614;16551776
Tanzania;TZA;Africa;1975;48,7;956;16243823
Thailand;THA;Asia;1975;61,3;3123;40908472
Togo;TGO;Africa;1975;48,7;1556;2509720
Trinidad and Tobago;TTO;North America;1975;66,8;14534;1054023
Tunisia;TUN;Africa;1975;59,5;3899;5769080
Turkey;TUR;Asia;1975;59,5;5719;39673588
Uganda;UGA;Africa;1975;46,3;1243;11730966
United Kingdom;GBR;Europe;1975;72,7;18884;56266852
United States;USA;North America;1975;72,5;25956;211274544
Uruguay;URY;South America;1975;69,3;8563;2871956
Venezuela;VEN;South America;1975;67,1;16385;13176391
Vietnam;VNM;Asia;1975;62,9;1132;46969616
Yemen;YEM;Asia;1975;45,2;2844;7855660
Zambia;ZMB;Africa;1975;54,2;1659;4931253
Zimbabwe;ZWE;Africa;1975;57,6;2235;6097086
Afghanistan;AFG;Asia;1976;40,6;1105;12425276
Albania;ALB;Europe;1976;68,7;3665;2713564
Algeria;DZA;Africa;1976;48;4157;16500516
Angola;AGO;Africa;1976;41,2;1521;7266788
Argentina;ARG;South America;1976;67,2;12696;26290258
Australia;AUS;Oceania;1976;72,8;21613;14038078
Austria;AUT;Europe;1976;71,8;19448;7563509
Bahrain;BHR;Asia;1976;69,1;6875;300046
Bangladesh;BGD;Asia;1976;50,6;862;76380080
Barbados;BRB;North America;1976;70,2;10222;248363
Belgium;BEL;Europe;1976;72,1;20916;9773540
Benin;BEN;Africa;1976;45,5;1548;3460331
Bolivia;BOL;South America;1976;49,3;4219;5244361
Bosnia and Herzegovina;BIH;Europe;1976;69,6;5268;4060043
Botswana;BWA;Africa;1976;58,6;1801;766429
Brazil;BRA;South America;1976;59,8;7079;111286504
Bulgaria;BGR;Europe;1976;71,4;9535;8902475
Burkina Faso;BFA;Africa;1976;43,2;1039;6269765
Burundi;BDI;Africa;1976;43,1;956;3830894
Cambodia;KHM;Asia;1976;12;1025;6307123
Cameroon;CMR;Africa;1976;49,9;1664;7598028
Canada;CAN;North America;1976;73,9;23754;23442118
Cape Verde;CPV;Africa;1976;58,7;1251;307023
Central African Republic;CAF;Africa;1976;48,4;1345;2318356
Chad;TCD;Africa;1976;42;918;4163056
Chile;CHL;South America;1976;65,9;6868;10804876
China;CHN;Asia;1976;61,8;1519;929375936
Colombia;COL;South America;1976;64,8;5918;23913004
Comoros;COM;Africa;1976;48,5;1009;288819
Congo;COG;Africa;1976;55,6;2794;1665421
Costa Rica;CRI;North America;1976;70,3;7182;2167549
Cote d'Ivoire;CIV;Africa;1976;49,3;3017;7142694
Croatia;HRV;Europe;1976;70,8;11469;4597197
Cuba;CUB;North America;1976;71,5;3786;9600861
Cyprus;CYP;Europe;1976;71;6652;648876
Democratic Republic of Congo;COD;Africa;1976;44,7;1111;23655016
Denmark;DNK;Europe;1976;73,8;23059;5078773
Djibouti;DJI;Africa;1976;50,1;4878;229316
Dominica;DMA;North America;1976;69;2066;71766
Dominican Republic;DOM;North America;1976;59,8;3504;5235324
Ecuador;ECU;South America;1976;60,9;5877;7304352
Egypt;EGY;Africa;1976;53,4;2560;39649056
El Salvador;SLV;North America;1976;54,6;4084;4166894
Equatorial Guinea;GNQ;Africa;1976;28,9;3453;276013
Eswatini;SWZ;Africa;1976;54,7;3142;525462
Ethiopia;ETH;Africa;1976;41,9;974;33062222
Finland;FIN;Europe;1976;72;18104;4725523
France;FRA;Europe;1976;73,1;21465;52685272
Gabon;GAB;Africa;1976;55,6;12747;678673
Gambia;GMB;Africa;1976;43;1436;631898
Germany;DEU;Europe;1976;72;20218;78364216
Ghana;GHA;Africa;1976;49,8;1878;10509008
Greece;GRC;Europe;1976;73,7;12919;8890429
Guatemala;GTM;North America;1976;49,2;5705;6342734
Guinea;GIN;Africa;1976;41;905;4658741
Guinea-Bissau;GNB;Africa;1976;42,4;1443;701025
Haiti;HTI;North America;1976;49;1835;5222352
Honduras;HND;North America;1976;58,2;2954;3334817
Hong Kong;HKG;Asia;1976;73,7;12929;4558871
Hungary;HUN;Europe;1976;69,7;9231;10578511
Iceland;ISL;Europe;1976;76,6;19877;220256
India;IND;Asia;1976;51,4;1417;637451456
Indonesia;IDN;Asia;1976;56,5;2536;134521024
Iran;IRN;Asia;1976;55,7;10665;33841064
Iraq;IRQ;Asia;1976;63,7;8007;11999347
Ireland;IRL;Europe;1976;71,8;11639;3205754
Israel;ISR;Asia;1976;72,5;16053;3468125
Italy;ITA;Europe;1976;73,1;18147;55388904
Jamaica;JAM;North America;1976;68,4;5681;2029490
Japan;JPN;Asia;1976;74,7;18600;113624872
Jordan;JOR;Asia;1976;64,5;4935;1945148
Kenya;KEN;Africa;1976;55,9;1503;14102271
Kuwait;KWT;Asia;1976;68,2;28956;1168799
Laos;LAO;Asia;1976;45,6;1023;3072020
Lebanon;LBN;Asia;1976;33,7;2442;3070422
Lesotho;LSO;Africa;1976;53,5;1447;1256483
Liberia;LBR;Africa;1976;43,2;4415;1718487
Libya;LBY;Africa;1976;62,1;8142;2413760
Luxembourg;LUX;Europe;1976;70;23100;355900
Madagascar;MDG;Africa;1976;49,7;1694;7955196
Malawi;MWI;Africa;1976;41,2;942;5438231
Malaysia;MYS;Asia;1976;66,3;4638;11910081
Mali;MLI;Africa;1976;37,2;1090;6807651
Malta;MLT;Europe;1976;71,5;6684;322015
Mauritania;MRT;Africa;1976;52,9;1779;1341612
Mauritius;MUS;Africa;1976;62,5;7264;900173
Mexico;MEX;North America;1976;63,1;8131;60452544
Mongolia;MNG;Asia;1976;55,4;1401;1529093
Montenegro;MNE;Europe;1976;71,8;5740;565348
Morocco;MAR;Africa;1976;51,9;3175;17756514
Mozambique;MOZ;Africa;1976;42,6;2064;10019210
Myanmar;MMR;Asia;1976;53;1103;30941380
Namibia;NAM;Africa;1976;57;6150;901846
Nepal;NPL;Asia;1976;45,5;1071;14230741
Netherlands;NLD;Europe;1976;74,7;22132;13760114
New Zealand;NZL;Oceania;1976;72,4;20161;3127819
Nicaragua;NIC;North America;1976;56,3;5099;2947459
Niger;NER;Africa;1976;37;1033;5488666
Nigeria;NGA;Africa;1976;44,7;2208;64658312
North Macedonia;MKD;Europe;1976;67,8;8319;1799338
Norway;NOR;Europe;1976;75;20610;4026317
Oman;OMN;Asia;1976;55,2;7328;824089
Pakistan;PAK;Asia;1976;56,1;1604;70230928
Palestine;PSE;Asia;1976;59,3;4605;1300918
Panama;PAN;North America;1976;68,4;5604;1779041
Paraguay;PRY;South America;1976;63,7;3629;2782626
Peru;PER;South America;1976;58,3;6808;15826812
Philippines;PHL;Asia;1976;61,6;3430;43474372
Poland;POL;Europe;1976;70,4;9397;34229712
Portugal;PRT;Europe;1976;69,1;10861;9330205
Puerto Rico;PRI;North America;1976;72,3;11308;3020463
Romania;ROU;Europe;1976;69,2;4809;21449642
Russia;RUS;Europe;1976;66,9;11426;134764464
Rwanda;RWA;Africa;1976;44,6;1387;4648207
Saint Lucia;LCA;North America;1976;66,3;2820;113445
Sao Tome and Principe;STP;Africa;1976;58,6;2432;88096
Saudi Arabia;SAU;Asia;1976;59;19297;8319558
Senegal;SEN;Africa;1976;45,1;2370;5181204
Serbia;SRB;Europe;1976;68,6;8877;7544260
Seychelles;SYC;Africa;1976;62,8;5149;62199
Sierra Leone;SLE;Africa;1976;41,6;1511;3112868
Singapore;SGP;Asia;1976;71;10178;2261945
Slovenia;SVN;Europe;1976;69,7;17462;1833548
South Africa;ZAF;Africa;1976;58;6802;26480298
South Korea;KOR;Asia;1976;65;4855,940918;36456328
Spain;ESP;Europe;1976;73,8;13053;36139072
Sri Lanka;LKA;Asia;1976;66,5;2464;13910170
Sweden;SWE;Europe;1976;75;22765;8246992
Switzerland;CHE;Europe;1976;74,9;24752,9082;6302079
Syria;SYR;Asia;1976;63,9;9526;7758679
Taiwan;TWN;Asia;1976;71,3;6245;16860826
Tanzania;TZA;Africa;1976;49,2;996;16838920
Thailand;THA;Asia;1976;62;3333;41882128
Togo;TGO;Africa;1976;49,3;1505;2569673
Trinidad and Tobago;TTO;North America;1976;66,3;15696;1067703
Tunisia;TUN;Africa;1976;60,4;4095;5930005
Turkey;TUR;Asia;1976;60;6110;40500996
Uganda;UGA;Africa;1976;45,9;1219;12045233
United Kingdom;GBR;Europe;1976;72,6;19311;56263232
United States;USA;North America;1976;72,8;27058;213270032
Uruguay;URY;South America;1976;69,5;8853;2891097
Venezuela;VEN;South America;1976;67,6;17174;13566119
Vietnam;VNM;Asia;1976;64,8;1290;48163580
Yemen;YEM;Asia;1976;46,2;3193;8094995
Zambia;ZMB;Africa;1976;54,6;1707;5079676
Zimbabwe;ZWE;Africa;1976;56,9;2163;6288395
Afghanistan;AFG;Asia;1977;41,2;1022;12687308
Albania;ALB;Europe;1977;69,1;3681;2774798
Algeria;DZA;Africa;1977;49,2;4398;17134196
Angola;AGO;Africa;1977;41,4;1500;7511898
Argentina;ARG;South America;1977;67,9;13236;26713780
Australia;AUS;Oceania;1977;73,5;21592;14193365
Austria;AUT;Europe;1977;72,1;20350;7566357
Bahrain;BHR;Asia;1977;69,6;7084;315350
Bangladesh;BGD;Asia;1977;51,2;843;78137792
Barbados;BRB;North America;1977;70,7;10541;249669
Belgium;BEL;Europe;1977;72,8;21025;9786372
Benin;BEN;Africa;1977;46,2;1570;3546458
Bolivia;BOL;South America;1977;49,7;4289;5363918
Bosnia and Herzegovina;BIH;Europe;1977;70;5647;4096524
Botswana;BWA;Africa;1977;59,2;1889;806972
Brazil;BRA;South America;1977;60,2;7248;113939888
Bulgaria;BGR;Europe;1977;70,8;9398;8935448
Burkina Faso;BFA;Africa;1977;44,1;1090;6416569
Burundi;BDI;Africa;1977;43,5;1020;3927429
Cambodia;KHM;Asia;1977;28,9;1143;6040198
Cameroon;CMR;Africa;1977;50;1706;7796826
Canada;CAN;North America;1977;74,2;24265;23715310
Cape Verde;CPV;Africa;1977;59,6;1176;309399
Central African Republic;CAF;Africa;1977;48,8;1417;2342055
Chad;TCD;Africa;1977;42,3;830;4238555
Chile;CHL;South America;1977;67,4;7438;10969865
China;CHN;Asia;1977;62,5;1583;942581312
Colombia;COL;South America;1977;65,4;6046;24443926
Comoros;COM;Africa;1977;49;966;298166
Congo;COG;Africa;1977;55,8;2517;1706186
Costa Rica;CRI;North America;1977;71,3;7602;2225629
Cote d'Ivoire;CIV;Africa;1977;50,2;3033;7415901
Croatia;HRV;Europe;1977;70,8;12385;4615728
Cuba;CUB;North America;1977;71,9;3913;9672548
Cyprus;CYP;Europe;1977;71,3;7704;656421
Democratic Republic of Congo;COD;Africa;1977;44,8;1086;24256460
Denmark;DNK;Europe;1977;74,7;23360;5094605
Djibouti;DJI;Africa;1977;50,6;4036;253092
Dominica;DMA;North America;1977;68,8;2117;72161
Dominican Republic;DOM;North America;1977;60,3;3586;5365077
Ecuador;ECU;South America;1977;61,6;6073;7506669
Egypt;EGY;Africa;1977;54,1;2817;40577356
El Salvador;SLV;North America;1977;54;4221;4256703
Equatorial Guinea;GNQ;Africa;1977;40,5;3668;271384
Eswatini;SWZ;Africa;1977;55,6;3083;542337
Ethiopia;ETH;Africa;1977;41,9;977;33695020
Finland;FIN;Europe;1977;72,5;18100;4738738
France;FRA;Europe;1977;73,7;22177;52925440
Gabon;GAB;Africa;1977;56,1;10849;694939
Gambia;GMB;Africa;1977;43,4;1417;651947
Germany;DEU;Europe;1977;72,6;20837;78221280
Ghana;GHA;Africa;1977;50,1;1882;10825498
Greece;GRC;Europe;1977;73,7;13158;8983231
Guatemala;GTM;North America;1977;55,8;6005;6487157
Guinea;GIN;Africa;1977;41,4;858;4730377
Guinea-Bissau;GNB;Africa;1977;42,7;1317;746594
Haiti;HTI;North America;1977;49,2;1808;5323835
Honduras;HND;North America;1977;58,7;3153;3441121
Hong Kong;HKG;Asia;1977;73,4;13986;4664905
Hungary;HUN;Europe;1977;69,9;9765;10627916
Iceland;ISL;Europe;1977;76,2;21465;221898
India;IND;Asia;1977;51,9;1494;651685632
Indonesia;IDN;Asia;1977;57,1;2670;137861536
Iran;IRN;Asia;1977;56,6;10205;34876504
Iraq;IRQ;Asia;1977;64,2;7957;12400193
Ireland;IRL;Europe;1977;71,9;12425;3254661
Israel;ISR;Asia;1977;72,8;15721;3541379
Italy;ITA;Europe;1977;73,4;18599;55649672
Jamaica;JAM;North America;1977;68,5;5501;2054929
Japan;JPN;Asia;1977;75,3;19230;114761520
Jordan;JOR;Asia;1977;65;5072;2005436
Kenya;KEN;Africa;1977;56,5;1580;14577353
Kuwait;KWT;Asia;1977;68,6;26168;1247236
Laos;LAO;Asia;1977;46;993;3125747
Lebanon;LBN;Asia;1977;59,3;4417;3457617
Lesotho;LSO;Africa;1977;54;1658;1294443
Liberia;LBR;Africa;1977;43,6;4339;1768093
Libya;LBY;Africa;1977;62,8;8682;2541810
Luxembourg;LUX;Europe;1977;71,5;23417;358272
Madagascar;MDG;Africa;1977;49,8;1691;8195146
Malawi;MWI;Africa;1977;42,2;961;5611717
Malaysia;MYS;Asia;1977;66,8;4903;12218924
Mali;MLI;Africa;1977;38,1;1148;6935341
Malta;MLT;Europe;1977;71,8;7438;324653
Mauritania;MRT;Africa;1977;53,4;1742;1381337
Mauritius;MUS;Africa;1977;63,5;7610;912581
Mexico;MEX;North America;1977;63,4;8177;62262508
Mongolia;MNG;Asia;1977;55,5;1470;1572522
Montenegro;MNE;Europe;1977;71,5;6298;571417
Morocco;MAR;Africa;1977;52,7;3268;18206480
Mozambique;MOZ;Africa;1977;42,7;2013;10363576
Myanmar;MMR;Asia;1977;53,3;1148;31554606
Namibia;NAM;Africa;1977;57,6;5984;926115
Nepal;NPL;Asia;1977;46;1081;14550429
Netherlands;NLD;Europe;1977;75,3;22598;13855560
New Zealand;NZL;Oceania;1977;72,1;19110;3141172
Nicaragua;NIC;North America;1977;56,2;5247;3038689
Niger;NER;Africa;1977;37,6;1087;5644706
Nigeria;NGA;Africa;1977;45,6;2220;66589656
North Macedonia;MKD;Europe;1977;68,5;8738;1825303
Norway;NOR;Europe;1977;75,4;21399;4043365
Oman;OMN;Asia;1977;56,3;6998;866134
Pakistan;PAK;Asia;1977;56,3;1631;72451112
Palestine;PSE;Asia;1977;60;4439;1337324
Panama;PAN;North America;1977;68,6;5512;1823150
Paraguay;PRY;South America;1977;63,9;3945;2852437
Peru;PER;South America;1977;58,6;6626;16224614
Philippines;PHL;Asia;1977;62,1;3524;44646516
Poland;POL;Europe;1977;70,3;9483;34561580
Portugal;PRT;Europe;1977;70,3;11422;9459002
Puerto Rico;PRI;North America;1977;72,6;11832;3068873
Romania;ROU;Europe;1977;69,1;5048;21678700
Russia;RUS;Europe;1977;66,9;11692;135712064
Rwanda;RWA;Africa;1977;44,8;1409;4783254
Saint Lucia;LCA;North America;1977;66,9;3027;115398
Sao Tome and Principe;STP;Africa;1977;58,8;2911;90318
Saudi Arabia;SAU;Asia;1977;59,9;20824;8755223
Senegal;SEN;Africa;1977;46,2;2236;5308303
Serbia;SRB;Europe;1977;68,9;9529;7607999
Seychelles;SYC;Africa;1977;63,6;5491;63183
Sierra Leone;SLE;Africa;1977;42,1;1495;3172202
Singapore;SGP;Asia;1977;71,3;10790;2292169
Slovenia;SVN;Europe;1977;69,9;18595;1850370
South Africa;ZAF;Africa;1977;58,5;6623;27199844
South Korea;KOR;Asia;1977;64,5;5367,794922;36911304
Spain;ESP;Europe;1977;74,3;13342;36513080
Sri Lanka;LKA;Asia;1977;66,6;2582;14159059
Sweden;SWE;Europe;1977;75,4;22322;8265245
Switzerland;CHE;Europe;1977;75,4;25430,56836;6280842
Syria;SYR;Asia;1977;63,8;9094;8029311
Taiwan;TWN;Asia;1977;71,4;6752;17171488
Tanzania;TZA;Africa;1977;49,8;993;17454628
Thailand;THA;Asia;1977;62,4;3585;42843796
Togo;TGO;Africa;1977;49,8;1543;2630637
Trinidad and Tobago;TTO;North America;1977;66,6;16412;1081696
Tunisia;TUN;Africa;1977;61,5;4132;6092776
Turkey;TUR;Asia;1977;60,7;6271;41385656
Uganda;UGA;Africa;1977;45,5;1207;12369257
United Kingdom;GBR;Europe;1977;73,1;19740;56244844
United States;USA;North America;1977;73,2;28001;215437408
Uruguay;URY;South America;1977;69,7;8950;2909324
Venezuela;VEN;South America;1977;68;17693;13965256
Vietnam;VNM;Asia;1977;65;1304;49418144
Yemen;YEM;Asia;1977;47,3;3446;8348185
Zambia;ZMB;Africa;1977;54,7;1578;5233300
Zimbabwe;ZWE;Africa;1977;56,3;1946;6453047
Afghanistan;AFG;Asia;1978;40,3;1070;12938864
Albania;ALB;Europe;1978;69,3;3696;2833317
Algeria;DZA;Africa;1978;50,4;4812;17632646
Angola;AGO;Africa;1978;41,8;1530;7771595
Argentina;ARG;South America;1978;68,2;12444;27146124
Australia;AUS;Oceania;1978;73,7;21948;14355814
Austria;AUT;Europe;1978;72,2;20293;7560248
Bahrain;BHR;Asia;1978;70;7037;330930
Bangladesh;BGD;Asia;1978;51,3;878;80007552
Barbados;BRB;North America;1978;71,1;11014;251019
Belgium;BEL;Europe;1978;72,7;21605;9800204
Benin;BEN;Africa;1978;47;1519;3636937
Bolivia;BOL;South America;1978;50,2;4328;5486139
Bosnia and Herzegovina;BIH;Europe;1978;70,1;5977;4131522
Botswana;BWA;Africa;1978;59,7;2005;849404
Brazil;BRA;South America;1978;60,7;7425;116664384
Bulgaria;BGR;Europe;1978;71,2;9594;8958270
Burkina Faso;BFA;Africa;1978;45,1;1189;6577786
Burundi;BDI;Africa;1978;43,8;1042;4039416
Cambodia;KHM;Asia;1978;37;1291;5961192
Cameroon;CMR;Africa;1978;50,3;1744;8013278
Canada;CAN;North America;1978;74,5;24994;23962686
Cape Verde;CPV;Africa;1978;60,3;1275;311694
Central African Republic;CAF;Africa;1978;49,2;1398;2365961
Chad;TCD;Africa;1978;42,5;808;4313485
Chile;CHL;South America;1978;68,1;7936;11137754
China;CHN;Asia;1978;63,2;1744;955138944
Colombia;COL;South America;1978;66;6443;25003606
Comoros;COM;Africa;1978;49,7;964;307947
Congo;COG;Africa;1978;56,1;2595;1747211
Costa Rica;CRI;North America;1978;72,2;7763;2286209
Cote d'Ivoire;CIV;Africa;1978;50,9;3202;7700819
Croatia;HRV;Europe;1978;70,8;13265;4635779
Cuba;CUB;North America;1978;72,2;4114;9729986
Cyprus;CYP;Europe;1978;71,8;8257;663977
Democratic Republic of Congo;COD;Africa;1978;44,5;993;25015242
Denmark;DNK;Europe;1978;74,4;23632;5108931
Djibouti;DJI;Africa;1978;51;3419;278438
Dominica;DMA;North America;1978;70,4;2365;72498
Dominican Republic;DOM;North America;1978;60,8;3583;5495451
Ecuador;ECU;South America;1978;62,2;6314;7712722
Egypt;EGY;Africa;1978;55;2939;41576640
El Salvador;SLV;North America;1978;53,2;4375;4346535
Equatorial Guinea;GNQ;Africa;1978;40,8;3451;270879
Eswatini;SWZ;Africa;1978;56,5;3030;560243
Ethiopia;ETH;Africa;1978;41,9;952;34259072
Finland;FIN;Europe;1978;73,1;18425;4752401
France;FRA;Europe;1978;73,8;22698;53175308
Gabon;GAB;Africa;1978;56,7;8013;712142
Gambia;GMB;Africa;1978;43,6;1446;672985
Germany;DEU;Europe;1978;72,6;21447;78071552
Ghana;GHA;Africa;1978;50,6;2008;11163231
Greece;GRC;Europe;1978;74,4;13860;9084305
Guatemala;GTM;North America;1978;56;6156;6648774
Guinea;GIN;Africa;1978;41,9;897;4804926
Guinea-Bissau;GNB;Africa;1978;43;1465;794333
Haiti;HTI;North America;1978;49,4;1859;5428673
Honduras;HND;North America;1978;59,3;3346;3550374
Hong Kong;HKG;Asia;1978;73,6;14689;4768799
Hungary;HUN;Europe;1978;69,5;9967;10664861
Iceland;ISL;Europe;1978;76,6;22579;223646
India;IND;Asia;1978;52,5;1540;666267776
Indonesia;IDN;Asia;1978;57,6;2727;141250960
Iran;IRN;Asia;1978;55,9;8710;35993664
Iraq;IRQ;Asia;1978;64,4;9075;12819715
Ireland;IRL;Europe;1978;71,9;13150;3305575
Israel;ISR;Asia;1978;73,1;16139;3608739
Italy;ITA;Europe;1978;73,8;19230;55877016
Jamaica;JAM;North America;1978;68,8;5482;2080487
Japan;JPN;Asia;1978;75,6;20060;115809520
Jordan;JOR;Asia;1978;65,4;5926;2069110
Kenya;KEN;Africa;1978;56,9;1656;15087429
Kuwait;KWT;Asia;1978;69;26363;1329083
Laos;LAO;Asia;1978;46,2;991;3177947
Lebanon;LBN;Asia;1978;59,4;4218;3183407
Lesotho;LSO;Africa;1978;54,7;1934;1331218
Liberia;LBR;Africa;1978;44;4463;1820869
Libya;LBY;Africa;1978;63,6;8730;2676123
Luxembourg;LUX;Europe;1978;71,5;24331;361075
Madagascar;MDG;Africa;1978;49,8;1604;8440924
Malawi;MWI;Africa;1978;43,3;1015;5808819
Malaysia;MYS;Asia;1978;67,3;5214;12543894
Mali;MLI;Africa;1978;39,1;1101;7072941
Malta;MLT;Europe;1978;71,9;8080;327482
Mauritania;MRT;Africa;1978;53,9;1581;1421787
Mauritius;MUS;Africa;1978;64,3;7763;925843
Mexico;MEX;North America;1978;63,8;8690;64124000
Mongolia;MNG;Asia;1978;55,5;1537;1615862
Montenegro;MNE;Europe;1978;71,3;6583;577418
Morocco;MAR;Africa;1978;53,5;3298;18679864
Mozambique;MOZ;Africa;1978;42,8;1969;10741129
Myanmar;MMR;Asia;1978;53,5;1205;32185602
Namibia;NAM;Africa;1978;58,1;6027;942022
Nepal;NPL;Asia;1978;46,7;1105;14888778
Netherlands;NLD;Europe;1978;75,2;22992;13949415
New Zealand;NZL;Oceania;1978;73;19182;3143303
Nicaragua;NIC;North America;1978;53,6;4771;3128550
Niger;NER;Africa;1978;38,5;1205;5810358
Nigeria;NGA;Africa;1978;46;2028;68633344
North Macedonia;MKD;Europe;1978;69,4;9341;1851984
Norway;NOR;Europe;1978;75,4;22061;4058804
Oman;OMN;Asia;1978;57,7;6513;912754
Pakistan;PAK;Asia;1978;56,7;1720;74789328
Palestine;PSE;Asia;1978;60,7;4874;1374130
Panama;PAN;North America;1978;68,8;5946;1867313
